Chain Name,Article ID,Chain & Article Combination,Article DESC,FG,MRP,VLCC Category,VLCC Sub Category,
Dabur New U,30004473,Dabur New U30004473,Wild Turmeric Face Wash 80Ml,F0233-001,148,Skin Care,Face Wash,
Dabur New U,30004476,Dabur New U30004476,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
Dabur New U,30004480,Dabur New U30004480,Pedi Glow Foot Care Kit,F0048-001,395,Foot Care Kit,Foot Care Kit,
Dabur New U,30017147,Dabur New U30017147,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
Dabur New U,30017151,Dabur New U30017151,Vlcc Strawberry Lip Shield,,,Lip Care,Lip Care,
Dabur New U,30020092,Dabur New U30020092,Shape Up Bust Firming Creamnew,,,Shape UP,Shape UP,
Dabur New U,30020095,Dabur New U30020095,Pearl Facial Kit,,,Facial Kits,Premium Kit,
Dabur New U,30020099,Dabur New U30020099,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
Dabur New U,30020100,Dabur New U30020100,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
Dabur New U,30020104,Dabur New U30020104,Vlcc Kajal 2.5 Gm,T0001-003,155,EyeCare,EyeCare,
Dabur New U,30020117,Dabur New U30020117,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
Dabur New U,30020119,Dabur New U30020119,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
Dabur New U,30020120,Dabur New U30020120,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
Dabur New U,30022791,Dabur New U30022791,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
Dabur New U,30022793,Dabur New U30022793,Almond Under Eye Cream,F0169-001,240,Skin Care,Creams,
Dabur New U,30022797,Dabur New U30022797,Shape Up Waist & Tummy Trimgel 200 Ml,,,Shape UP,Shape UP,
Dabur New U,30022798,Dabur New U30022798,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
Dabur New U,30027195,Dabur New U30027195,Diamond Facial Kit 6,,,Facial Kits,Premium Kit,
Dabur New U,30027197,Dabur New U30027197,Vlcc Prenatalstretchmarkctrlcrm100Ml,,,Shape UP,Shape UP,
Dabur New U,30027200,Dabur New U30027200,Anti Tan Skin Lightening Facewash New,,,SunCare,SunCare,
Dabur New U,30029970,Dabur New U30029970,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
Dabur New U,30029971,Dabur New U30029971,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
Dabur New U,30029972,Dabur New U30029972,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
Dabur New U,30040563,Dabur New U30040563,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
Dabur New U,30040564,Dabur New U30040564,Vlcc Almond Body Lotion 200 Ml,,,Skin Care,Lotion,
Dabur New U,30040566,Dabur New U30040566,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
Dabur New U,30040567,Dabur New U30040567,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
Dabur New U,30040568,Dabur New U30040568,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
Dabur New U,30040573,Dabur New U30040573,Honey Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
Dabur New U,30040574,Dabur New U30040574,Cherry Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
Dabur New U,30040576,Dabur New U30040576,Orange Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
Dabur New U,30040577,Dabur New U30040577,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
Dabur New U,30040583,Dabur New U30040583,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
Dabur New U,30040584,Dabur New U30040584,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
Dabur New U,30040586,Dabur New U30040586,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
Dabur New U,30040587,Dabur New U30040587,Silver Single Facial Kit,,,Facial Kits,Single Kit,
Dabur New U,30040588,Dabur New U30040588,Gold Polishing Face Scrub 80G,,,Skin Care,Scrub,
Dabur New U,30040589,Dabur New U30040589,Gold Radiance Peel-Off Mask 80,,,Skin Care,Mask,
Dabur New U,30040590,Dabur New U30040590,Lavang Moisturiser 100Ml,F0196-001,170,Skin Care,Moisturiser,
Dabur New U,30040591,Dabur New U30040591,Cacti & Litchi Gentlehydratingface Wash,,,Skin Care,Face Wash,
Dabur New U,30040592,Dabur New U30040592,Alpine Mint & Tea Tree Gentle Refreshing Face Wash,F0185-001,250,Skin Care,Face Wash,
Dabur New U,30040594,Dabur New U30040594,Witch Hazel & Rose Watergentle Face Wash,,,Skin Care,Face Wash,
Dabur New U,30040595,Dabur New U30040595,Mandarin & Tomato Fairness Face Wash,F0187-001,250,Skin Care,Face Wash,
Dabur New U,30040597,Dabur New U30040597,Pineapple & Papaya Gentleexfoliating Scrub,,,Skin Care,Scrub,
Dabur New U,30040598,Dabur New U30040598,Pomegranate & Aloe Vera Gentleexfoliating Scrub,,,Skin Care,Scrub,
Dabur New U,30040599,Dabur New U30040599,Liquorice & Fenugreek Naturalfairness Face Mask,,,Skin Care,Mask,
Dabur New U,30040600,Dabur New U30040600,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
Dabur New U,30040601,Dabur New U30040601,Enbrighten Tinted Sunscreensoufflθ Spf 25,,,SunCare,SunCare,
Dabur New U,30040602,Dabur New U30040602,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
Dabur New U,30040606,Dabur New U30040606,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,
Dabur New U,30040608,Dabur New U30040608,Maximum Sun Block Lotion Spf7060 Gm,,,SunCare,SunCare,
Dabur New U,30043424,Dabur New U30043424,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
Dabur New U,30043425,Dabur New U30043425,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
Dabur New U,30043426,Dabur New U30043426,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,
Dabur New U,30043427,Dabur New U30043427,De-Pigmentation Face Mask80 Gm,,,Skin Care,Depigmentation,
Dabur New U,30043429,Dabur New U30043429,De-Pigmentation Night Cream- 50 Gm,,,Skin Care,Depigmentation,
Dabur New U,30043430,Dabur New U30043430,De- Pigmentation Serum- 40 Ml,,,Skin Care,Depigmentation,
Dabur New U,30043431,Dabur New U30043431,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
Dabur New U,30043432,Dabur New U30043432,Anti Aging Vitalift Serum- 40 Ml,F0206-001,475,Skin Care,Anti Aging,
Dabur New U,30043433,Dabur New U30043433,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
Dabur New U,30043434,Dabur New U30043434,Anti Aging Night Cream- 50 Gm,F0218-001,450,Skin Care,Anti Aging,
Dabur New U,30043435,Dabur New U30043435,Anti Aging Face Mask 80 Gm,,,Skin Care,Anti Aging,
Dabur New U,30043436,Dabur New U30043436,Diamond Polishing Face Scrub 80G,,,Skin Care,Scrub,
Dabur New U,30043437,Dabur New U30043437,Diamond Detoxifying Wash-Offmask 80G,,,Skin Care,Mask,
Dabur New U,30043438,Dabur New U30043438,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
Dabur New U,30043439,Dabur New U30043439,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
Dabur New U,30043440,Dabur New U30043440,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
Dabur New U,30043441,Dabur New U30043441,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
Dabur New U,30046831,Dabur New U30046831,Vlcc Cocoa Butter Body Lotion 350 Ml,,,Skin Care,Lotion,
Dabur New U,30046832,Dabur New U30046832,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
Dabur New U,30046833,Dabur New U30046833,Mulberry Lightening  Body Lotion 350 Ml,,,Skin Care,Lotion,
Dabur New U,30046834,Dabur New U30046834,Aloevera Soothing Body Lotion 350 Ml,,,Skin Care,Lotion,
Dabur New U,30046835,Dabur New U30046835,Vlcc Insta Glow Saffron&Honey Bleach Cream - 60 Gm,,,Bleach,Bleach,
Dabur New U,30046836,Dabur New U30046836,V Lcc Anti Tan Facial Kit,,,Facial Kits,Premium Kit,
Dabur New U,30046837,Dabur New U30046837,Vlcc Insta Glow Facial Kit,,,Facial Kits,Premium Kit,
Dabur New U,30046838,Dabur New U30046838,Vlcc Papaya Fruit Facial Kit,,,Facial Kits,Premium Kit,
Dabur New U,30047108,Dabur New U30047108,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
Dabur New U,30047109,Dabur New U30047109,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
Dabur New U,30047110,Dabur New U30047110,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
Dabur New U,30047112,Dabur New U30047112,Di-Pigmentation Facial Kit 6,,,Facial Kits,Premium Kit,
Dabur New U,30047113,Dabur New U30047113,Gold Facial Kit 6,,,Facial Kits,Premium Kit,
Dabur New U,30050244,Dabur New U30050244,Vlcc Body Glow Spf 35 Oil Free 100Ml,,,Others,Others,
Dabur New U,30050245,Dabur New U30050245,Vlcc Body Glow Spf 35 100Ml,,,Others,Others,
Dabur New U,30050246,Dabur New U30050246,Vlcc Daily Shine Control Cleanser 100Ml,,,Others,Others,
Dabur New U,30050247,Dabur New U30050247,Vlcc Daily Sinecntrlnourisingmask 100Gm,,,Others,Others,
Dabur New U,30050248,Dabur New U30050248,Vlcc Enbrighten Day Treat Cream 40Gm,,,Others,Others,
Dabur New U,30050249,Dabur New U30050249,Vlcc Enbrighten Night Treat Cream 40Gm,,,Others,Others,
Dabur New U,30050250,Dabur New U30050250,Vlcc Face Sculpt Day Cream 40Gm,,,Others,Others,
Dabur New U,30050251,Dabur New U30050251,Vlcc Moisture Lock Facial Wash 100Ml,,,Others,Others,
Dabur New U,30050252,Dabur New U30050252,Vlcc Skin Soothe Toner 100Ml,,,Others,Others,
Dabur New U,30050253,Dabur New U30050253,Vlcc Maximum Replenish Night Cream 40Gm,,,Others,Others,
Dabur New U,30050254,Dabur New U30050254,Vlcc Maximum Moisturise Day Cream 40Gm,,,Others,Others,
Dabur New U,30050255,Dabur New U30050255,Vlcc Brighten Correct Day Treat Crm40Gm,,,Others,Others,
Dabur New U,30050256,Dabur New U30050256,Vlcc Brighten Correct Night Cream 40Gm,,,Others,Others,
Dabur New U,30050257,Dabur New U30050257,Vlcc Papaya Enzyme Mask 100Gm,,,Others,Others,
Dabur New U,30050258,Dabur New U30050258,Vlcc Exotic Jewel Scrub 100Gm,,,Others,Others,
Dabur New U,30050259,Dabur New U30050259,Vlcc Exotic Jewel Mask 100Gm,,,Others,Others,
Dabur New U,30050260,Dabur New U30050260,Vlcc Whitening Scrub 100Gm,,,Others,Others,
Dabur New U,30050261,Dabur New U30050261,Vlcc Whitening Face Pack 100Gm,,,Others,Others,
Dabur New U,30050262,Dabur New U30050262,Vlcc Whitening Night Cream 40Gm,,,Others,Others,
Dabur New U,30050263,Dabur New U30050263,Vlcc Whitening Day Cream 40Gm,,,Others,Others,
Dabur New U,30050264,Dabur New U30050264,Vlcc Whitening Face Wash 100Ml,,,Others,Others,
Dabur New U,30050983,Dabur New U30050983,Vlcc Diamond & Gold Ultra  Facial Kit,,,Others,Others,
Dabur New U,30053515,Dabur New U30053515,Enchanting Eye Kajal .3 Gm,,,EyeCare,EyeCare,
Dabur New U,30053516,Dabur New U30053516,Rose Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
Dabur New U,30053517,Dabur New U30053517,Peach Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
Dabur New U,30053518,Dabur New U30053518,Mens Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
Dabur New U,30054924,Dabur New U30054924,Shape Up Body Sculpting Cellulite Reduction Oil 100Ml,,,Shape UP,Shape UP,
Dabur New U,30054925,Dabur New U30054925,Shape Up Body Sculpting Cellulite Reduction Gel 100Gm,,,Shape UP,Shape UP,
Dabur New U,30054926,Dabur New U30054926,Shape Up 10 In 1 Oil 60 Ml,,,Shape UP,Shape UP,
Dabur New U,30054927,Dabur New U30054927,Shape Up 10 In 1 Oil 100 Ml,,,Shape UP,Shape UP,
Dabur New U,30054928,Dabur New U30054928,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
Dabur New U,30054929,Dabur New U30054929,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
Dabur New U,30055323,Dabur New U30055323,Vlcc Enchanting Eyes Kohl Blue.3Gm,,,EyeCare,EyeCare,
Dabur New U,30057902,Dabur New U30057902,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
Dabur New U,30057903,Dabur New U30057903,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
Dabur New U,30057904,Dabur New U30057904,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
Dabur New U,30059072,Dabur New U30059072,Papaya Fruit Facial Kit 5 Session,F0356-001,600,Facial Kits,Regular kit,
Dabur New U,30059073,Dabur New U30059073,Anti Tan Facial Kit 5 Session,F0355-001,600,Facial Kits,Regular kit,
Dabur New U,30059074,Dabur New U30059074,Party Glow Facial Kit 5 Session,F0357-001,600,Facial Kits,Regular kit,
Dabur New U,30059872,Dabur New U30059872,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Dabur New U,30059874,Dabur New U30059874,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Dabur New U,30059875,Dabur New U30059875,Skin Brightening Haldi & Chandan Face Wash 50Ml,,,Ayurveda Face Wash,Ayurveda Face Wash,
Dabur New U,30059876,Dabur New U30059876,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Dabur New U,30059877,Dabur New U30059877,Double Power Double Neem Skin Purifying Face Wash 50Ml,,,Ayurveda Face Wash,Ayurveda Face Wash,
Dabur New U,30059878,Dabur New U30059878,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Dabur New U,30059879,Dabur New U30059879,Natural Fairness Kesar Chandan Face Wash 50Ml,,,Ayurveda Face Wash,Ayurveda Face Wash,
Dabur New U,30060150,Dabur New U30060150,Vlcc Platinum Facial Kit,,,Facial Kits,Single Kit,
Dabur New U,30060151,Dabur New U30060151,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
Dabur New U,30060152,Dabur New U30060152,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
Dabur New U,30060153,Dabur New U30060153,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
Dabur New U,30060154,Dabur New U30060154,Natural Fairness Chandan & Kesar Facial Kit,F0386-001,200,Facial Kits,Ayurveda Single Kit,
Dabur New U,30062682,Dabur New U30062682,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
Dabur New U,30062683,Dabur New U30062683,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
Dabur New U,30062684,Dabur New U30062684,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
Dabur New U,30062685,Dabur New U30062685,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
Dabur New U,30062686,Dabur New U30062686,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
Dabur New U,30062687,Dabur New U30062687,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
Dabur New U,30067010,Dabur New U30067010,Vlcc Ayurveda Anti Ageing Cream,F0424-001,240,Ayurveda SkinCare,Ayurveda SkinCare,
Dabur New U,30067011,Dabur New U30067011,Vlcc Ayurveda Depigmentation  Cream,F0425-001,210,Ayurveda SkinCare,Ayurveda SkinCare,
Dabur New U,30067012,Dabur New U30067012,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
Dabur New U,30067013,Dabur New U30067013,Vlcc Ayurveda White & Bright Glow Gel Crème,F0410-003,79,Ayurveda SkinCare,Ayurveda SkinCare,
Dabur New U,30067014,Dabur New U30067014,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
Dabur New U,30067015,Dabur New U30067015,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
Dabur New U,30067016,Dabur New U30067016,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
Dabur New U,30067017,Dabur New U30067017,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
Dabur New U,30067018,Dabur New U30067018,Vlcc White & Bright Glow Hand & Body Lotion – 100Ml,,,Skin Care,Lotion,
Dabur New U,30067019,Dabur New U30067019,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
Dabur New U,30067020,Dabur New U30067020,Youth Boost Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
Dabur New U,30067021,Dabur New U30067021,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
Dabur New U,30067022,Dabur New U30067022,Active Fruits Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
Dabur New U,30067023,Dabur New U30067023,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
Dabur New U,30067024,Dabur New U30067024,Detan Glow Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
Dabur New U,30067025,Dabur New U30067025,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
Dabur New U,30067026,Dabur New U30067026,Vlcc Oil Infused Total Nourishment Fruit Cream 200Gm,F0559-001,140,Skin Care,Creams,
Dabur New U,30067027,Dabur New U30067027,Vlcc Glam & Glo 10 In 1  Skin Perfector (Light To Fair) 30Ml,F0568-001,150,Skin Care,Glam Glow,
Dabur New U,30067028,Dabur New U30067028,Vlcc Glam & Glo 10 In 1  Skin Perfector (Medium Skin Tone) 3,F0569-001,150,Skin Care,Glam Glow,
Dabur New U,30070085,Dabur New U30070085,I Kohl - Black,T0303-001,160,EyeCare,EyeCare,
Dabur New U,30070086,Dabur New U30070086,I Kohl - Blue,T0304-001,199,EyeCare,EyeCare,
Dabur New U,30070087,Dabur New U30070087,I Kohl - Green,T0305-001,199,EyeCare,EyeCare,
Dabur New U,30070088,Dabur New U30070088,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
22,503955,H&G503955,Vl Mens After Shave Balm,,,"
","
",
22,503956,H&G503956,Vl Mens F/W,,,"
","
",
22,503957,H&G503957,Vl Mens Hair Clnsr Anti Oxdnt,,,"
","
",
22,503958,H&G503958,Vl Mens Hair Strtg & Stylg Gel,,,"
","
",
22,503959,H&G503959,Pedi Glow Foot Care Kit,F0048-001,395,Foot Care Kit,Foot Care Kit,
22,503960,H&G503960,Vl Shaving Gel 80Ml,,,"
","
",
22,503961,H&G503961,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
22,503962,H&G503962,Vl Acnil Concentrate,,,"
","
",
22,503963,H&G503963,Vl Acnil Concentrate 5Ml,,,"
","
",
22,503964,H&G503964,Vl Tea Tree Spot Gel 50Gm,,,"
","
",
22,503965,H&G503965,Vl Alpina 100Ml,,,"
","
",
22,503966,H&G503966,Vl Anti Acne Gel 250Gm,,,"
","
",
22,503967,H&G503967,Vl Clove Massage Gel 50Gm,,,"
","
",
22,503968,H&G503968,Vl Anti Acne Pack 250Gm,,,"
","
",
22,503969,H&G503969,Vl Peppermint Pack 50Gm,,,"
","
",
22,503970,H&G503970,Vl Anti Cellulite Gel 100Gm,,,"
","
",
22,503971,H&G503971,Vl Anti Cellulite Gel 50Gm,,,"
","
",
22,503972,H&G503972,Vl Anti Cellulite Oil 110Ml,,,"
","
",
22,503973,H&G503973,Vl Anti Cellulite Oil 200Ml,,,"
","
",
22,503974,H&G503974,Vl Anticellulite Oil 100Ml,,,"
","
",
22,503975,H&G503975,Vl Antidandruf Shmapoo 100Ml,,,"
","
",
22,503976,H&G503976,Vl Sh Antidandruff 200Ml,,,"
","
",
22,503977,H&G503977,Vl Blueberry Face Mask 75Gm,,,"
","
",
22,503978,H&G503978,Vl Galnut Bust Frimng Oil100Ml,,,"
","
",
22,503979,H&G503979,Vl Carrot Night Cream 50Ml,,,Others,Others,
22,503980,H&G503980,Vl Sh Damage Hair 100Ml,,,"
","
",
22,503981,H&G503981,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
22,503982,H&G503982,Vl Fair 250Gm,,,"
","
",
22,503983,H&G503983,Vl Saffron Massage Gel 50Gm,,,"
","
",
22,503984,H&G503984,Vl Festive Pack,,,"
","
",
22,503985,H&G503985,Vl Fresca 100Ml,,,"
","
",
22,503986,H&G503986,Vl Fruit Anti Tan Pack 125Gm,,,"
","
",
22,503987,H&G503987,Vl Fruit Anti Tan Pack 300Gm,,,"
","
",
22,503988,H&G503988,Clear Tan Fruits Face Pack New,F0244-006,235,SunCare,SunCare,
22,503989,H&G503989,Vl Galnut Bust Firming Crm,,,"
","
",
22,503990,H&G503990,Vl Insta Glow Face Pack 250Gm,,,"
","
",
22,503991,H&G503991,Snigdha Skin Whitening Fc/Mask,,,Skin Care,Snighda,
22,503992,H&G503992,Vl Green Massage Cream 250Ml,,,"
","
",
22,503993,H&G503993,Vl Green Massage Cream 50Ml,,,"
","
",
22,503994,H&G503994,Vl Green Massage Cream 85Ml,,,"
","
",
22,503995,H&G503995,Vl Green Apple Soap 25Gm,,,"
","
",
22,503996,H&G503996,Vl Green Apple Soap 50Gm,,,"
","
",
22,503997,H&G503997,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
22,503998,H&G503998,Vl Ind Bberry Face Scrub 300Gm,,,"
","
",
22,503999,H&G503999,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
22,504000,H&G504000,Vl Ind Bberry Face Scrub 125Gm,,,"
","
",
22,504001,H&G504001,Lavang Moisturiser 100Ml,F0196-001,170,Skin Care,Moisturiser,
22,504002,H&G504002,Vl Lavang Moisturiser 200Ml,,,"
","
",
22,504003,H&G504003,Vl Lavang Moisturiser 50Ml,,,"
","
",
22,504004,H&G504004,Vl Lemon Grass Soap,,,"
","
",
22,504005,H&G504005,Vl Lemon Grass Soap 50Gm,,,"
","
",
22,504006,H&G504006,Vl Lipcare Natural,,,"
","
",
22,504007,H&G504007,Vl Lipcare Orange,,,"
","
",
22,504008,H&G504008,Vl Lip Shield Mint,,,"
","
",
22,504009,H&G504009,Vl Lip Shield Strwberry,,,"
","
",
22,504010,H&G504010,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
22,504011,H&G504011,Vl Lotion 500Ml,,,"
","
",
22,504012,H&G504012,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
22,504013,H&G504013,Vl Melia Face Wash 250Ml,,,"
","
",
22,504014,H&G504014,Vl Melia Face Wash 50Ml,,,"
","
",
22,504015,H&G504015,Moisturising Sun Block Cream Spf 25,,,SunCare,SunCare,
22,504016,H&G504016,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
22,504017,H&G504017,Vl Mud Face Pack 300Gm,,,"
","
",
22,504018,H&G504018,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
22,504019,H&G504019,Vl Sh Normal Hair 100Ml,,,"
","
",
22,504020,H&G504020,Vl Oceana 250Gm,,,"
","
",
22,504021,H&G504021,Vl Oceana 50Gm,,,"
","
",
22,504022,H&G504022,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
22,504023,H&G504023,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
22,504024,H&G504024,Vl Pediglow 400Ml,,,"
","
",
22,504025,H&G504025,Vl Pediglow 500Ml,,,"
","
",
22,504026,H&G504026,Vl Pedisalts 100Gm,,,"
","
",
22,504027,H&G504027,Vl Pedisalts 250Gm,,,"
","
",
22,504028,H&G504028,Vl Pedisalts 50Gm,,,"
","
",
22,504029,H&G504029,Vl Personal Care Kit,,,"
","
",
22,504030,H&G504030,Vl Pista Massage Cream 250Ml,,,"
","
",
22,504031,H&G504031,Pista Massage Cream 50G,F0204-001,275,Skin Care,Creams,
22,504032,H&G504032,Vl Pista Massage Cream 85Ml,,,"
","
",
22,504033,H&G504033,Vl Protien Day Cream 50Ml,,,"
","
",
22,504034,H&G504034,Vl Punernava Astringent,,,"
","
",
22,504035,H&G504035,Punarnava Astringent 100Ml,F0207-001,170,Skin Care,Astringent,
22,504036,H&G504036,Vl Punernava Astringent 500Ml,,,"
","
",
22,504037,H&G504037,Vl Redearth Face Mask 70Gm,,,"
","
",
22,504038,H&G504038,Vl Rejuve Shower Gel Sensual,,,"
","
",
22,504039,H&G504039,Vl Rejuve Shower Gel Sport,,,"
","
",
